iteration,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score
1026,110,90,100,80,110,90,100,100,90,90,80,80,70,70,60,60,50,70,60,80
1027,90,90,100,100,110,90,120,80,110,70,120,80,130,70,140,80,150,70,160,60
1028,110,90,100,80,90,70,100,80,110,70,100,60,110,50,100,40,90,50,80,60
1029,90,110,80,100,90,90,80,80,90,90,80,80,90,70,100,60,90,70,80,60
1030,90,110,100,100,110,110,120,120,110,130,100,120,90,110,80,120,70,110,60,100
1031,90,110,100,120,90,130,80,140,70,130,60,120,70,110,60,100,50,110,40,100
1032,110,110,100,100,90,90,80,100,70,90,60,100,70,110,60,100,50,110,40,100
1033,90,90,80,100,90,110,80,100,70,90,80,100,70,90,60,100,70,90,60,80
1034,90,90,100,100,90,90,100,80,90,90,100,100,90,90,100,100,110,90,120,100
1035,90,90,100,100,110,110,120,120,110,110,100,100,90,110,100,100,90,90,80,80
1036,90,110,80,100,70,90,60,80,50,70,40,60,30,50,20,40,10,50,0,60
1037,90,110,80,100,90,90,80,80,90,70,100,60,110,50,100,60,110,70,100,80
1038,110,90,100,80,110,90,100,80,90,70,100,80,110,70,120,60,130,50,120,40
1039,110,90,100,80,90,90,80,80,70,70,60,80,50,70,40,60,50,50,40,60
1040,110,90,120,80,110,70,100,80,90,70,80,60,70,70,80,60,70,50,60,40
1041,90,90,80,100,70,90,60,100,50,90,40,80,30,70,20,60,10,70,0,60
1042,90,90,80,80,70,70,60,60,50,50,40,60,30,70,40,60,30,50,20,40
1043,90,110,100,100,110,90,100,80,90,70,80,60,90,50,100,40,90,50,80,60
1044,90,90,100,80,110,70,120,60,110,50,100,60,110,50,100,60,90,70,100,80
1045,90,90,80,100,70,90,80,80,70,70,60,60,50,70,60,60,50,50,40,40
1046,110,90,100,80,90,70,80,80,90,70,80,60,70,50,80,40,70,50,60,40
1047,90,90,80,80,70,90,80,80,70,70,60,60,50,50,40,40,30,30,20,20
1048,90,110,100,120,110,130,120,120,130,110,140,100,150,90,140,80,130,70,140,80
1049,90,90,100,80,90,90,100,80,90,90,80,100,90,90,80,80,70,90,60,100
1050,90,110,80,100,90,110,80,120,90,130,80,120,70,110,60,100,70,90,60,80
1051,110,90,100,80,110,70,100,60,90,70,100,60,110,50,120,40,130,30,120,20
1052,110,90,100,100,90,90,100,80,110,70,120,60,130,50,120,40,110,30,100,20
1053,90,110,80,120,70,130,80,120,90,110,80,120,70,110,60,100,50,110,40,100
1054,90,110,100,120,90,130,80,140,70,130,80,120,90,110,80,100,70,90,60,80
1055,110,90,100,80,110,70,120,80,110,90,100,80,90,70,100,60,90,70,80,80
1056,110,110,100,100,90,110,100,120,90,110,100,100,90,90,80,100,70,90,80,80
1057,110,90,120,100,130,90,120,100,110,90,100,80,90,70,80,80,90,70,100,60
1058,110,110,100,100,110,90,100,100,110,90,100,100,90,110,80,100,70,90,60,80
1059,110,90,100,100,90,110,80,120,90,110,100,120,110,130,100,120,90,110,100,120
1060,90,110,80,100,70,110,80,120,70,130,60,120,50,110,60,120,50,110,40,100
1061,90,90,80,100,70,90,60,80,70,90,80,80,90,70,100,60,90,50,80,40
1062,90,90,80,80,70,90,60,80,50,70,60,60,50,70,40,60,30,50,20,40
1063,110,90,100,100,110,90,120,80,110,70,100,80,90,70,80,60,70,70,60,60
1064,90,90,80,80,70,70,60,80,70,70,60,80,70,90,80,80,90,70,100,60
1065,110,90,100,80,90,90,80,80,70,90,60,80,50,90,40,100,50,110,40,120
1066,110,90,120,80,130,70,120,60,130,70,120,60,130,50,120,60,110,50,120,40
1067,90,110,80,100,70,110,60,100,50,90,40,100,30,90,20,80,10,90,0,100
1068,110,90,100,100,90,90,80,80,70,70,80,80,70,90,60,100,50,90,40,80
1069,90,110,100,100,90,90,80,80,90,70,80,60,90,50,80,60,90,50,100,60
1070,90,110,100,100,90,90,80,80,70,70,60,60,70,70,60,60,70,50,80,40
1071,110,90,120,100,110,110,100,100,90,90,100,100,110,110,100,100,90,90,80,80
1072,110,110,120,100,130,90,140,80,130,70,120,80,110,90,100,80,90,70,80,60
1073,90,110,80,100,70,90,60,100,50,110,40,100,30,110,20,100,10,90,0,80
1074,110,110,120,120,130,110,120,120,110,110,100,100,90,90,80,80,70,90,80,100
1075,90,90,80,100,90,90,100,80,110,70,120,60,130,70,120,60,130,50,140,40
1076,90,90,100,100,90,90,80,80,90,70,80,80,70,70,80,60,70,50,80,60
1077,90,90,80,100,70,90,80,80,70,70,80,80,70,70,60,80,50,90,60,80
1078,110,90,120,80,130,70,120,60,110,70,100,60,110,70,100,60,90,50,100,40
1079,90,110,80,100,90,90,100,80,110,70,120,60,110,70,120,60,130,50,120,60
1080,110,110,100,100,110,90,120,80,130,70,120,80,110,70,120,60,110,50,100,40
1081,90,110,80,100,70,90,80,80,90,90,80,80,70,70,80,60,70,50,60,60
1082,90,110,80,100,70,90,80,100,70,90,60,100,50,110,60,100,70,90,60,100
1083,90,110,80,100,90,110,100,100,90,110,80,100,70,90,80,80,70,70,60,60
1084,110,90,100,100,90,110,80,100,70,90,60,100,50,110,40,120,30,110,40,100
1085,90,90,80,80,70,90,80,100,70,110,60,120,70,130,80,120,70,110,60,120
1086,110,90,120,100,110,90,120,100,110,90,100,80,110,90,100,80,90,90,100,100
1087,110,110,120,100,110,90,100,80,90,70,80,60,70,50,60,40,70,30,80,40
1088,90,90,80,100,90,90,80,80,90,70,100,80,110,70,120,60,110,70,100,80
1089,90,90,100,80,110,90,100,80,90,90,80,100,70,90,80,100,70,110,60,100
1090,90,110,100,100,110,110,100,120,90,110,80,100,70,110,60,100,50,110,60,100
1091,90,90,80,80,90,70,80,60,90,50,80,40,70,50,60,60,50,50,40,40
1092,90,110,80,120,70,110,60,120,70,130,80,140,70,130,60,140,70,130,80,120
1093,90,110,80,100,70,90,60,80,70,90,60,100,70,90,60,80,70,70,80,60
1094,90,110,80,100,70,90,60,100,50,110,40,100,50,110,40,100,50,90,40,100
1095,110,90,100,100,90,110,100,120,110,130,100,140,90,130,80,140,70,150,80,140
1096,110,90,100,80,90,90,100,100,110,90,120,100,130,90,140,80,130,70,120,80
1097,110,90,120,100,130,110,140,100,130,90,120,80,130,70,120,80,130,70,120,60
1098,90,90,100,100,110,90,100,80,90,90,80,80,70,70,80,60,70,70,60,60
1099,90,90,100,80,110,70,100,60,90,70,100,60,90,50,80,60,70,50,60,40
1100,110,90,100,80,110,90,120,80,130,70,120,80,130,70,120,60,110,50,100,60
1101,90,90,80,100,70,90,60,100,50,90,60,80,50,70,40,80,30,70,40,60
1102,90,90,80,80,70,90,60,100,50,90,40,80,30,90,40,80,30,70,20,80
1103,90,110,80,120,90,110,80,100,90,90,100,100,90,90,100,100,90,110,80,100
1104,90,110,80,100,90,90,100,80,90,90,100,100,110,90,100,100,90,90,80,80
1105,90,90,100,80,90,90,100,100,90,90,100,80,90,70,80,80,70,70,60,60
1106,110,90,100,100,90,110,80,100,70,110,60,120,50,110,40,100,30,90,40,80
1107,90,90,80,100,70,90,60,80,70,90,60,80,50,70,60,60,50,70,60,60
1108,110,110,100,100,110,110,120,120,110,110,120,120,110,110,100,100,90,90,80,100
1109,90,90,100,100,110,110,100,120,90,110,80,100,70,90,60,80,50,70,60,80
1110,110,110,100,120,110,110,120,120,110,110,100,120,90,130,80,120,70,110,80,100
1111,110,90,120,100,110,110,100,100,110,110,120,120,110,110,100,100,90,90,100,100
1112,110,90,120,80,130,70,120,60,130,50,120,40,130,30,120,20,130,10,140,0
1113,90,90,80,80,90,90,80,100,90,90,100,80,110,70,100,80,110,70,100,60
1114,90,90,100,100,110,90,100,100,90,90,80,80,70,70,80,80,70,70,60,60
1115,90,90,80,100,70,90,60,100,50,90,60,80,50,70,40,80,30,70,20,80
1116,90,90,100,100,90,90,80,80,70,70,80,60,90,50,80,40,70,50,80,60
1117,110,110,100,120,90,110,80,120,90,110,80,120,90,130,100,140,90,130,100,140
1118,90,90,80,100,90,110,80,100,70,90,60,80,50,70,40,60,50,70,60,60
1119,90,110,80,100,70,90,80,80,70,90,60,80,50,70,40,60,30,50,20,40
1120,110,110,100,120,90,110,80,120,70,110,80,120,70,110,60,100,50,110,60,120
1121,90,110,80,100,70,90,60,80,50,90,60,80,70,70,60,60,70,50,60,60
1122,90,110,100,120,110,130,100,120,90,110,80,100,70,110,60,120,50,130,40,120
1123,90,90,80,80,90,70,80,60,90,70,80,80,70,70,60,60,50,50,40,40
1124,90,90,80,80,70,70,60,60,50,50,40,40,30,30,40,20,30,30,20,40
1125,90,110,80,100,70,110,60,120,50,130,40,120,30,130,20,140,30,130,40,140
1126,90,90,100,100,110,90,120,80,110,70,100,80,90,70,100,60,90,50,100,60
1127,90,90,80,80,70,70,60,60,50,50,40,40,50,50,40,40,50,50,40,40
1128,90,90,100,100,90,90,80,80,90,70,100,60,110,50,120,60,110,50,120,60
1129,110,90,100,80,110,70,100,60,90,50,80,60,70,50,60,40,50,50,60,40
1130,90,90,80,100,90,90,80,80,70,70,80,80,70,70,60,60,50,50,40,40
1131,110,90,100,100,90,90,80,80,90,70,80,80,90,70,80,60,70,50,80,40
1132,90,90,100,80,90,70,100,60,90,70,80,80,90,90,100,80,110,70,100,60
1133,90,90,100,80,90,90,80,100,70,110,60,100,50,110,40,100,30,110,40,100
1134,90,110,80,100,70,90,80,80,90,70,80,60,70,50,80,40,90,30,100,20
1135,90,110,100,120,90,130,80,120,70,110,60,100,70,110,60,100,50,90,40,80
1136,90,110,100,120,90,110,100,100,90,90,100,80,90,90,80,80,90,70,80,60
1137,90,90,100,80,90,70,80,60,70,50,60,40,50,30,40,20,30,30,20,40
1138,90,90,100,80,90,70,80,60,70,50,80,40,70,30,60,40,70,30,60,40
1139,90,90,100,100,110,110,120,100,130,90,140,80,150,70,160,80,170,70,180,60
1140,110,90,120,100,130,90,120,80,130,90,120,80,110,70,100,60,90,50,80,60
1141,90,90,80,80,70,90,60,80,50,70,60,60,50,50,40,60,30,50,20,60
1142,90,110,80,120,90,110,100,100,90,90,80,100,90,90,80,100,70,90,80,80
1143,90,110,100,100,110,90,100,80,90,70,100,60,90,70,80,80,90,70,80,80
1144,110,90,100,80,110,70,120,80,110,90,100,80,110,90,100,100,90,110,100,120
1145,110,90,120,100,110,90,100,100,110,90,100,80,90,70,80,60,70,50,60,60
1146,90,90,80,100,90,90,100,100,110,110,100,100,110,90,100,100,90,90,80,80
1147,90,110,80,100,90,110,80,100,70,90,60,80,70,70,60,80,70,70,80,80
1148,110,90,100,100,90,90,80,100,70,90,60,80,50,90,60,80,50,70,40,80
1149,90,110,100,100,90,90,80,100,90,90,80,80,90,70,100,80,110,90,100,80
1150,90,110,80,100,90,90,80,80,70,70,80,60,70,50,80,60,70,50,60,40
1151,90,110,80,100,90,110,100,100,90,90,80,80,90,70,80,80,90,90,80,80
1152,110,110,100,100,90,110,80,120,70,110,60,100,50,110,40,100,50,110,60,120
1153,110,110,100,120,110,110,100,100,90,90,80,80,90,90,80,100,70,110,60,120
1154,110,90,100,80,90,70,100,60,110,70,120,60,110,50,100,40,110,30,100,20
1155,90,90,80,80,70,70,60,80,50,70,40,80,30,70,20,60,10,70,0,80
1156,90,110,80,100,70,90,60,100,70,90,60,80,70,70,80,80,90,70,80,60
1157,90,110,80,100,70,90,60,100,50,110,60,100,70,90,80,80,90,70,100,60
1158,110,110,100,100,110,110,100,100,90,90,80,80,70,70,60,80,50,70,60,60
1159,90,110,100,120,110,110,100,100,90,110,100,120,110,130,100,140,90,150,80,160
1160,90,110,80,100,90,90,80,80,70,90,80,80,70,70,60,60,50,50,40,60
1161,90,90,80,80,90,70,80,60,90,50,80,40,70,50,80,40,70,30,80,40
1162,90,110,80,120,70,110,60,100,70,110,60,120,70,110,80,120,70,110,60,100
1163,90,90,80,80,90,90,80,80,90,90,100,80,90,70,80,60,70,70,80,60
1164,90,110,80,100,70,90,60,80,50,70,40,60,30,50,20,60,10,50,0,40
1165,110,90,120,80,110,70,120,80,110,70,120,60,110,50,120,60,130,50,140,40
1166,90,110,80,120,70,110,80,100,70,90,60,80,50,70,40,60,30,50,20,40
1167,110,110,120,120,110,110,120,100,110,110,100,100,90,90,100,80,90,90,80,80
1168,90,90,80,80,70,70,80,60,70,50,60,60,50,50,40,60,30,70,20,80
1169,110,90,120,100,110,90,100,80,90,70,80,60,90,70,80,80,70,90,60,100
1170,90,90,80,80,70,90,80,80,70,90,80,100,70,90,80,100,70,90,60,100
1171,90,90,80,100,70,90,80,80,90,70,100,60,90,50,80,60,70,70,60,60
1172,110,90,100,80,110,90,120,100,110,90,120,80,110,70,100,60,90,70,80,80
1173,90,110,100,120,90,130,80,120,70,110,80,100,70,90,60,100,50,110,40,100
1174,90,110,80,120,70,110,60,100,50,90,40,100,30,110,40,100,30,90,20,100
1175,110,110,120,120,110,130,100,140,110,150,120,140,110,130,120,120,110,110,120,100
1176,110,90,100,100,110,90,100,80,90,70,80,60,70,50,60,40,50,30,40,20
1177,90,90,80,80,90,70,80,80,70,90,80,80,90,70,100,60,90,70,80,80
1178,110,90,100,80,90,70,80,60,70,50,60,60,50,50,40,40,30,30,40,20
1179,110,90,120,80,130,90,120,80,110,70,100,80,90,70,100,80,110,90,120,80
1180,90,90,80,80,90,70,100,60,90,50,80,60,70,50,60,60,50,70,40,60
1181,90,90,80,100,90,90,100,80,90,90,100,80,110,70,100,60,90,50,100,40
1182,90,90,80,100,70,110,60,100,70,110,60,120,50,130,40,140,30,150,20,140
1183,90,90,80,80,70,70,60,60,50,50,40,40,50,30,60,20,70,10,60,20
1184,90,110,80,100,70,90,60,80,70,70,80,60,70,70,80,60,90,50,80,40
1185,90,90,100,100,90,110,100,100,90,90,100,100,90,90,80,100,70,90,60,100
1186,90,110,100,100,110,90,120,80,110,70,120,60,110,50,100,40,110,30,120,40
1187,90,90,80,80,70,90,60,80,50,70,40,60,30,50,20,40,30,30,40,40
1188,110,110,120,120,110,110,100,100,110,90,100,80,90,90,80,80,70,90,60,80
1189,110,110,120,100,110,90,120,80,110,70,120,60,110,50,100,60,90,50,100,40
1190,90,110,80,100,70,90,60,100,70,90,60,100,70,110,60,100,70,90,60,100
1191,90,110,80,100,70,90,60,80,50,90,40,100,50,90,60,80,70,70,80,60
1192,90,110,80,100,90,90,100,80,90,70,80,60,70,70,80,80,70,90,60,100
1193,110,90,100,100,90,90,80,80,70,70,60,80,50,70,60,60,50,70,40,60
1194,90,110,100,100,110,110,120,120,110,130,120,120,110,110,100,100,110,90,100,80
1195,90,90,80,80,70,70,60,60,50,50,40,60,50,50,60,60,70,50,60,60
1196,90,90,80,80,70,70,60,60,50,50,60,40,50,50,40,40,30,30,20,40
1197,90,110,80,120,70,110,80,120,70,110,60,100,70,90,60,80,50,90,40,100
1198,90,110,80,100,90,90,80,100,70,90,60,80,70,70,80,60,70,50,60,40
1199,90,90,80,80,70,70,60,60,50,50,40,40,30,30,20,20,10,30,20,40
1200,90,110,100,100,90,90,100,100,90,110,100,100,90,90,100,100,90,90,80,80
1201,90,90,100,100,110,90,100,80,90,70,80,60,70,50,60,60,70,50,60,40
1202,90,90,80,80,70,70,80,60,70,50,80,60,70,50,60,40,50,30,40,20
1203,110,90,100,100,90,110,80,100,90,110,100,120,90,110,80,100,70,110,60,100
1204,90,110,80,120,70,110,80,120,70,130,80,120,90,110,100,100,90,90,80,100
1205,110,90,100,80,90,70,80,80,90,70,80,80,90,90,80,80,70,70,60,60
1206,110,90,100,80,90,90,80,100,90,90,100,80,90,70,80,60,70,50,60,60
1207,90,90,80,80,90,90,80,80,70,70,60,60,50,70,40,60,30,70,20,60
1208,90,110,80,100,70,90,60,80,50,70,40,60,30,70,20,60,10,70,20,60
1209,90,110,80,100,70,90,60,80,50,70,40,80,50,70,40,60,50,50,40,60
1210,90,90,100,80,90,70,80,60,70,50,60,40,70,50,60,40,50,30,60,40
1211,90,90,80,100,70,90,60,100,70,90,60,80,50,90,40,100,30,110,20,100
1212,110,90,100,80,110,90,120,100,130,90,120,80,110,70,100,80,90,70,100,60
1213,90,110,80,100,90,110,100,100,110,90,100,80,90,70,80,80,90,70,100,60
1214,110,90,120,80,110,70,100,80,90,70,100,60,110,70,100,60,90,50,100,40
1215,90,110,80,100,90,110,100,100,110,90,100,80,90,70,80,60,70,70,80,80
1216,110,90,100,100,90,90,100,80,90,90,80,80,90,70,80,60,70,50,80,40
1217,90,90,80,80,70,90,60,100,70,110,80,120,90,110,80,120,90,110,80,100
1218,90,90,100,80,110,70,120,60,110,50,100,40,90,50,100,60,90,50,100,40
1219,110,110,120,100,110,90,100,80,90,90,100,80,90,70,80,60,90,50,80,40
1220,90,110,80,120,70,110,60,120,70,130,80,140,70,150,60,140,50,150,60,140
1221,90,110,100,100,110,110,100,100,110,110,120,100,110,90,120,100,130,90,140,100
1222,90,90,100,100,90,90,80,80,70,70,60,60,70,70,60,60,50,50,40,60
1223,90,90,100,80,90,90,80,80,70,70,80,80,70,70,60,60,50,50,60,40
1224,90,110,80,100,70,110,80,100,90,90,100,100,110,90,100,100,90,90,80,80
1225,90,90,100,100,90,90,100,80,110,90,120,100,110,90,100,80,90,70,80,60
1226,90,90,100,80,110,90,100,100,110,90,100,80,110,70,100,60,110,70,120,60
1227,90,90,80,80,70,70,80,80,90,70,80,80,90,90,100,80,110,70,100,80
1228,110,110,100,100,90,110,80,100,70,110,80,120,70,110,60,120,50,110,40,120
1229,90,90,100,80,90,70,80,60,70,50,60,60,70,50,60,40,70,50,60,40
1230,110,90,100,100,90,90,80,100,90,110,100,100,90,90,80,80,90,90,100,80
1231,90,90,80,100,70,90,60,100,50,110,60,120,50,110,40,120,30,110,40,120
1232,90,90,80,80,90,70,80,60,70,50,80,60,70,50,60,60,70,50,60,40
1233,90,90,80,100,70,90,80,80,90,70,80,60,90,50,80,40,70,30,60,20
1234,90,110,80,120,70,110,60,100,50,90,40,100,30,90,40,80,30,70,20,60
1235,90,90,80,80,70,90,60,80,50,90,40,100,50,90,40,100,30,90,40,80
1236,110,90,100,100,110,90,120,80,130,90,140,80,130,90,120,100,110,90,100,80
1237,90,90,80,80,90,70,100,80,90,90,80,80,70,70,60,80,50,70,40,80
1238,90,110,80,100,90,110,80,120,70,130,60,120,50,130,60,140,50,150,40,140
1239,110,90,100,80,90,70,100,60,110,50,100,40,90,30,100,20,110,10,120,0
1240,110,90,120,100,110,90,100,100,90,90,80,80,90,70,80,80,70,70,80,60
1241,110,110,100,100,90,90,80,80,90,70,80,60,70,50,60,40,70,30,80,20
1242,90,110,80,100,70,110,60,120,70,110,60,100,50,110,40,100,50,110,40,100
1243,90,90,100,80,90,90,100,80,90,70,100,60,90,70,80,60,70,70,80,80
1244,90,90,80,80,70,90,60,80,70,70,80,60,90,50,100,40,110,30,100,40
1245,110,90,100,100,90,110,80,100,70,90,60,100,70,90,60,100,50,90,40,80
1246,90,90,100,80,110,70,100,60,90,50,80,60,90,50,80,40,90,50,80,40
1247,110,90,100,100,90,110,100,100,90,90,80,100,70,90,60,80,50,90,40,80
1248,110,90,120,80,110,90,100,100,90,110,100,120,90,110,80,100,70,90,60,80
1249,90,90,80,100,70,90,80,100,90,90,100,80,90,70,80,60,90,50,100,40
1250,90,90,80,100,70,90,60,80,70,90,60,100,50,90,40,80,50,90,60,100
1251,110,90,100,80,90,70,100,80,110,70,100,60,90,50,80,60,90,70,80,80
1252,90,110,80,120,70,110,60,120,70,110,80,120,70,130,60,140,50,130,60,140
1253,110,90,100,80,90,70,80,80,70,70,60,80,70,70,60,80,70,70,60,60
1254,110,110,100,100,90,90,80,100,70,110,60,120,50,110,60,100,70,110,60,100
1255,110,110,100,100,110,90,100,80,90,70,100,60,110,50,120,40,110,50,120,40
1256,90,110,100,100,90,90,80,80,70,90,60,100,70,110,60,120,50,110,40,100
1257,110,110,100,100,110,90,120,100,110,90,120,100,110,110,100,100,90,90,100,80
1258,90,110,80,100,90,90,100,100,110,110,120,100,110,90,120,100,110,110,120,120
1259,110,110,120,100,110,90,100,100,90,110,80,100,70,90,60,80,70,70,60,60
1260,90,90,80,80,90,90,80,80,70,70,60,60,50,50,60,40,70,30,60,40
1261,90,90,80,80,90,70,80,60,70,50,60,40,50,30,40,20,30,10,20,20
1262,90,90,80,80,70,90,80,80,70,70,60,80,50,70,60,60,70,70,60,60
1263,90,110,80,120,70,130,80,120,90,110,80,100,70,90,60,80,50,70,60,60
1264,90,110,80,120,90,110,100,100,90,110,80,120,70,110,80,120,70,130,80,140
1265,90,90,100,100,110,90,120,100,130,90,120,80,110,90,120,80,130,90,120,100
1266,90,110,100,100,90,90,80,80,90,90,100,80,90,70,80,60,90,50,80,60
1267,90,90,80,80,70,90,60,80,70,70,60,80,70,70,60,60,50,70,60,60
1268,90,90,80,100,70,110,60,100,70,90,80,100,70,90,80,80,70,90,60,80
1269,90,110,100,120,90,110,100,120,90,110,80,100,70,90,60,100,70,110,60,100
1270,110,90,120,100,130,90,140,80,150,90,140,80,130,70,120,60,130,70,120,60
1271,110,90,100,80,90,90,80,100,90,90,80,100,70,90,60,80,70,70,60,60
1272,90,90,100,100,90,90,100,80,90,70,80,60,70,50,80,40,90,50,80,60
1273,110,110,100,100,90,110,100,100,90,90,100,100,90,90,80,80,70,90,60,80
1274,90,110,80,120,70,110,60,120,70,110,80,120,70,110,80,100,90,110,80,100
1275,110,90,100,80,110,70,100,60,110,50,100,60,110,70,120,60,110,50,100,40
1276,90,90,80,80,70,70,60,60,50,50,40,40,30,50,20,40,30,30,40,20
1277,90,90,80,80,70,70,80,80,90,70,80,60,70,50,80,60,70,50,60,40
1278,90,90,80,100,90,110,80,120,70,110,60,120,50,110,40,120,50,110,40,120
1279,90,90,80,80,90,70,80,80,90,70,100,60,90,50,80,40,70,30,60,20
1280,90,110,80,100,70,90,60,100,70,90,60,80,70,90,60,80,70,70,60,60
1281,110,90,100,80,90,90,80,80,70,70,80,60,70,50,60,40,50,30,40,40
1282,90,110,80,120,70,110,60,100,50,110,60,120,50,110,60,120,50,110,60,100
1283,110,110,120,120,130,130,140,120,130,130,120,140,110,130,100,120,90,110,80,120
1284,90,110,80,100,70,90,60,80,70,70,60,60,50,50,60,60,50,70,40,60
1285,110,90,100,100,110,90,100,100,90,90,80,80,70,90,80,80,90,70,80,60
1286,90,90,80,80,70,70,60,60,50,50,40,40,50,30,40,20,30,30,20,40
1287,90,90,80,80,70,70,60,60,50,50,40,60,50,70,40,80,50,90,40,80
1288,90,110,80,120,90,110,100,100,90,90,80,80,70,90,80,100,90,110,100,100
1289,90,90,80,100,70,110,60,100,50,90,60,100,50,90,40,80,30,90,20,80
1290,110,90,120,80,130,70,140,60,130,50,140,60,130,70,140,60,130,70,140,80
1291,110,90,100,100,90,110,80,120,90,130,100,140,90,130,100,120,90,130,80,120
1292,90,110,80,100,70,90,60,80,50,70,40,80,30,90,20,80,10,90,0,80
1293,110,90,100,80,110,90,120,80,130,90,120,80,110,90,100,80,110,70,100,60
1294,90,110,80,100,70,90,80,80,70,90,60,100,70,90,60,100,50,90,40,80
1295,90,90,80,80,70,90,60,80,70,70,80,60,70,70,60,60,50,70,60,80
1296,110,90,120,100,130,110,120,120,110,130,120,120,130,130,140,120,130,130,120,120
1297,90,90,100,100,90,110,80,100,90,90,80,80,70,90,60,100,70,90,60,100
1298,110,90,100,80,90,70,80,80,70,90,60,80,50,70,60,80,50,70,40,60
1299,90,90,100,100,90,90,100,100,90,90,100,80,90,70,100,60,90,50,80,40
1300,110,110,100,100,90,90,100,100,90,90,80,100,90,90,100,100,110,90,120,80
1301,90,90,100,80,90,90,100,100,90,90,80,80,70,70,60,60,50,50,60,40
1302,90,90,80,80,90,70,100,60,110,50,100,60,90,50,80,40,70,50,80,40
1303,90,90,80,80,90,70,100,80,110,90,120,80,110,90,120,80,110,70,100,60
1304,90,110,100,100,90,110,80,100,90,110,100,100,90,90,80,100,70,90,60,100
1305,90,90,80,80,70,70,60,60,70,50,80,40,70,30,60,20,50,10,40,0
1306,110,90,100,80,90,70,80,60,70,50,80,60,70,50,60,60,50,50,40,60
1307,90,90,100,80,110,90,100,80,90,90,100,100,110,90,120,80,110,70,100,60
1308,110,110,120,100,110,110,100,100,90,90,80,100,90,90,80,100,90,90,80,80
1309,110,90,100,80,110,70,100,80,90,70,80,60,90,50,80,60,70,70,60,60
1310,90,90,80,80,70,70,60,60,50,70,40,60,30,50,40,60,30,50,20,60
1311,110,110,100,100,90,90,80,100,70,90,60,80,70,90,60,80,70,70,60,80
1312,90,90,80,80,90,70,80,60,90,50,80,40,90,50,100,40,90,30,80,20
1313,90,90,80,80,70,70,80,60,90,70,80,60,70,70,80,60,70,70,80,60
1314,90,90,80,80,70,90,60,80,50,70,40,60,50,50,60,40,50,30,40,20
1315,90,90,80,100,70,90,60,100,70,110,80,120,70,130,80,120,70,130,60,140
1316,110,90,120,80,110,70,100,80,90,70,100,60,110,50,100,60,90,50,100,60
1317,110,110,100,100,90,90,100,80,90,70,80,80,90,70,80,80,70,70,80,60
1318,110,90,120,80,110,90,100,80,90,70,80,80,90,90,80,100,70,90,80,80
1319,90,90,80,100,70,110,60,120,50,110,40,100,30,90,20,80,10,90,0,80
1320,90,90,100,100,90,90,80,80,70,70,80,60,90,70,80,80,70,70,80,80
1321,90,90,80,100,70,90,60,80,50,90,40,100,30,90,40,80,30,90,40,100
1322,110,90,120,100,110,90,100,80,110,70,100,80,90,90,100,100,90,110,100,120
1323,90,110,80,120,70,110,80,120,90,130,100,120,90,110,100,100,90,110,80,120
1324,90,110,100,100,90,110,80,120,90,130,100,120,110,130,100,120,90,110,80,100
1325,90,90,80,80,90,70,80,80,70,90,80,80,90,70,100,60,90,50,100,60
1326,90,110,100,100,110,110,120,100,110,110,100,120,110,110,100,100,110,90,100,80
