iteration,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score
7219,90,90,80,100,70,90,60,80,50,70,40,60,30,70,20,60,10,50,0,40
7220,90,90,80,80,70,90,60,100,50,90,40,100,50,90,60,100,70,90,80,80
7221,90,90,80,80,70,90,60,80,70,70,60,60,50,50,40,60,30,50,20,40
7222,90,90,80,100,70,110,60,100,70,90,60,100,50,90,40,100,50,110,40,120
7223,110,90,120,100,130,90,140,100,130,90,120,100,130,90,140,100,130,110,120,100
7224,90,90,100,100,110,110,120,100,130,90,120,80,110,70,100,80,90,70,80,60
7225,90,90,80,100,90,110,100,120,110,110,100,120,110,130,120,120,130,110,140,100
7226,90,90,80,100,90,90,80,80,70,70,60,80,50,90,60,80,50,70,40,60
7227,90,90,100,100,90,90,80,80,70,70,60,60,70,50,60,40,50,50,40,40
7228,90,90,80,100,70,110,60,100,50,90,40,100,30,90,40,80,50,70,40,80
7229,110,110,100,120,90,110,80,120,90,110,100,120,90,110,100,120,110,130,100,120
7230,90,110,80,120,90,110,80,120,90,110,80,120,70,130,60,120,50,130,60,120
7231,90,90,100,100,90,110,100,100,90,110,80,100,90,110,80,100,90,90,100,80
7232,90,110,80,100,70,90,60,100,50,90,60,80,70,90,80,80,70,90,80,100
7233,90,90,100,80,90,90,80,80,90,90,80,100,70,110,80,100,70,90,80,100
7234,110,90,120,80,110,70,120,60,110,50,100,40,90,30,80,20,70,10,60,0
7235,90,90,100,100,90,90,80,80,70,70,60,80,50,70,40,60,50,70,40,60
7236,90,90,80,80,70,70,80,80,90,70,80,60,70,50,60,40,70,30,60,40
7237,90,90,100,80,110,70,100,80,110,70,100,80,110,90,120,100,130,90,120,100
7238,110,90,100,100,90,90,100,100,110,90,100,80,90,90,100,80,90,70,100,80
7239,90,110,100,100,90,90,80,80,90,70,100,60,90,50,100,60,110,70,120,60
7240,110,90,100,100,90,90,80,80,90,90,80,80,70,90,60,80,50,90,40,100
7241,110,90,120,80,110,70,120,60,130,50,120,40,130,50,120,40,110,30,120,40
7242,90,110,80,120,70,110,80,100,70,90,60,100,50,110,60,100,70,90,60,80
7243,90,90,80,80,90,70,80,60,70,50,60,60,50,50,60,40,50,50,40,60
7244,110,110,100,120,110,110,100,120,110,130,100,120,110,110,120,100,110,110,100,100
7245,110,110,100,100,90,110,80,100,70,90,60,80,50,90,60,80,50,90,60,80
7246,110,90,100,80,90,70,100,60,110,50,100,60,110,50,100,40,110,30,100,20
7247,90,110,80,120,70,110,60,100,50,90,40,80,30,70,20,60,10,50,20,40
7248,90,90,80,80,70,70,80,60,70,50,80,60,70,50,60,40,50,50,40,40
7249,90,110,100,120,90,130,80,140,70,130,60,140,50,130,60,140,50,150,40,160
7250,110,90,100,100,90,90,100,80,90,70,100,60,90,50,100,40,90,50,100,40
7251,110,90,120,80,110,70,100,60,90,50,80,60,90,50,100,60,90,70,80,60
7252,110,110,120,120,130,110,140,120,150,130,140,140,150,130,140,140,130,130,120,120
7253,90,110,80,120,70,110,60,120,70,110,60,120,50,130,40,120,50,110,60,100
7254,90,90,80,80,70,70,80,80,90,70,80,60,70,50,60,40,70,50,60,60
7255,90,90,100,80,90,70,80,60,90,50,80,60,70,50,60,60,70,50,80,40
7256,90,90,100,80,110,70,100,60,90,70,100,60,110,50,100,40,90,50,100,60
7257,90,110,100,100,90,110,100,100,90,110,100,100,90,110,80,100,90,90,80,80
7258,110,90,120,80,130,70,120,60,110,50,100,40,90,30,80,20,90,10,80,0
7259,90,90,80,100,70,110,60,120,70,110,60,120,70,110,60,120,70,110,80,100
7260,90,90,80,80,70,70,60,80,50,70,60,80,50,70,40,60,50,50,40,60
7261,110,90,100,80,90,70,80,60,70,50,80,40,90,30,100,20,110,10,100,0
7262,110,110,120,120,110,110,100,100,90,90,80,80,70,70,60,80,50,70,60,60
7263,90,90,80,80,70,70,60,80,70,70,60,80,50,70,40,60,30,50,20,40
7264,110,110,100,100,90,90,80,80,70,70,80,60,70,70,60,80,50,70,60,60
7265,90,90,100,80,90,70,80,60,70,70,60,60,50,50,40,40,30,50,20,40
7266,90,90,100,100,110,110,100,120,90,130,80,120,90,110,100,100,90,90,80,80
7267,90,90,80,80,90,90,100,80,90,70,80,80,90,90,100,100,90,110,80,120
7268,90,90,100,100,110,90,120,100,110,90,120,100,110,90,100,80,90,70,80,60
7269,110,110,120,100,110,90,100,100,110,90,120,80,130,90,120,80,110,70,120,80
7270,110,90,120,100,110,90,100,100,110,110,100,120,110,110,120,100,110,90,120,80
7271,90,90,80,100,90,90,100,100,110,90,120,100,110,90,100,80,90,90,100,80
7272,90,110,80,120,90,110,80,100,70,90,80,100,70,90,60,100,50,110,60,120
7273,90,90,80,100,70,110,60,120,50,130,60,140,50,130,40,140,30,130,20,140
7274,90,90,80,80,70,90,60,80,50,70,40,80,50,90,60,100,50,110,40,100
7275,90,90,100,100,90,90,80,80,70,90,60,100,70,90,80,80,70,70,60,60
7276,110,90,100,80,110,70,100,80,110,70,100,60,90,70,80,60,90,50,100,40
7277,90,110,80,100,70,90,60,80,50,70,60,60,50,50,60,40,50,50,60,60
7278,110,90,120,100,130,90,120,80,130,70,120,60,110,70,120,60,110,50,100,40
7279,90,110,100,100,90,110,80,100,70,90,80,80,90,70,80,60,70,50,80,40
7280,90,110,80,100,70,90,60,80,70,70,80,60,70,70,60,60,70,50,80,40
7281,90,90,100,80,110,90,120,100,110,110,100,120,90,110,80,100,70,110,60,120
7282,90,110,80,100,70,90,80,100,70,90,60,80,70,70,60,80,70,70,60,60
7283,110,110,100,120,90,110,80,100,90,90,100,80,90,90,80,80,70,70,60,60
7284,90,110,80,100,70,110,60,100,50,110,60,100,50,90,40,80,50,70,40,60
7285,90,110,80,120,70,110,60,120,50,110,60,120,50,110,40,100,30,110,20,100
7286,90,90,80,80,70,70,60,60,50,50,60,60,70,70,60,80,50,90,60,80
7287,90,110,100,100,110,110,120,100,110,90,120,80,110,70,120,60,110,50,120,40
7288,90,90,80,80,70,70,80,80,70,70,60,80,50,90,40,80,30,90,20,80
7289,90,90,80,80,70,90,60,80,70,90,80,100,90,90,80,80,70,70,60,80
7290,90,90,100,80,90,90,80,80,70,90,80,80,70,70,60,80,50,90,40,80
7291,90,90,80,80,70,90,80,100,70,90,80,80,70,70,80,60,90,70,80,60
7292,110,110,100,100,110,90,120,100,110,90,100,100,110,90,100,100,90,90,80,100
7293,110,110,120,100,130,90,120,100,130,110,140,100,150,90,160,100,150,90,140,80
7294,90,90,80,100,70,110,60,100,50,90,60,80,50,90,40,80,30,70,40,60
7295,90,90,80,80,90,90,80,80,70,70,60,60,50,70,40,60,30,50,40,60
7296,90,110,100,120,90,110,80,100,90,90,80,100,70,90,80,80,70,70,80,80
7297,90,90,80,80,90,70,100,80,90,70,80,60,70,50,80,40,90,30,80,20
7298,110,110,120,100,130,90,120,80,110,70,100,80,90,70,80,60,90,70,100,60
7299,90,90,100,100,90,90,100,100,90,110,80,120,70,130,80,120,70,130,60,140
7300,110,110,100,100,90,90,80,80,70,90,60,80,70,70,60,60,70,70,80,60
7301,110,90,100,100,110,90,120,80,110,70,100,60,110,50,120,40,110,30,100,20
7302,90,90,80,80,70,90,60,80,70,90,60,100,50,110,40,120,50,110,40,100
7303,90,90,80,80,90,70,80,60,90,50,80,40,70,50,80,40,90,50,100,40
7304,90,90,80,100,70,90,60,80,50,90,60,100,50,90,40,80,50,70,40,60
7305,90,90,100,80,90,70,100,60,90,50,80,40,70,30,80,20,70,10,60,0
7306,90,90,80,80,70,70,80,60,90,70,80,60,90,70,100,80,90,70,100,80
7307,90,90,80,100,70,110,60,120,50,110,60,120,50,110,60,120,50,110,40,100
7308,110,90,120,80,110,70,100,60,110,50,100,40,90,30,80,20,90,30,80,40
7309,90,110,100,120,110,110,100,100,90,90,80,80,90,70,80,60,70,50,80,60
7310,90,110,80,100,70,90,60,100,50,90,60,100,50,90,40,100,50,110,40,120
7311,90,90,80,80,70,70,60,60,50,70,40,80,30,90,20,100,10,90,20,80
7312,90,90,80,80,70,90,60,80,70,70,60,60,70,50,80,40,70,30,60,20
7313,110,110,100,100,90,90,100,80,110,70,100,80,110,70,100,60,110,50,120,40
7314,90,90,100,80,90,70,80,60,70,50,60,40,70,30,60,20,50,30,40,20
7315,90,90,80,100,90,90,80,80,70,70,80,60,70,50,60,60,50,50,40,40
7316,90,90,100,80,90,70,80,80,70,70,60,60,50,50,60,40,50,30,60,20
7317,110,110,100,100,90,90,100,80,90,70,100,80,90,70,80,60,90,70,80,60
7318,90,110,80,120,70,130,60,120,70,130,60,120,50,110,60,120,50,130,40,120
7319,90,110,100,100,110,110,100,100,110,90,100,80,90,70,80,60,70,50,60,40
7320,90,90,80,80,90,90,80,80,70,70,60,60,50,50,40,60,50,50,60,40
7321,90,90,80,80,70,90,80,80,90,90,80,80,70,90,60,100,70,110,80,100
7322,110,90,120,80,110,90,100,80,90,70,100,60,90,70,80,60,70,50,80,40
7323,110,110,100,100,90,90,80,100,70,110,60,100,50,110,40,100,30,110,40,120
7324,90,110,80,120,70,110,60,100,70,110,60,100,70,90,60,80,70,70,80,80
7325,90,90,100,80,90,70,100,60,90,50,100,40,90,30,100,20,110,30,120,40
7326,110,90,100,80,90,70,80,60,70,50,60,60,70,70,60,60,70,50,60,40
7327,110,110,100,100,110,90,100,80,90,90,80,80,90,70,80,80,70,70,60,60
7328,90,90,100,80,90,70,80,60,90,70,80,60,70,70,60,60,70,50,80,40
7329,90,110,80,120,70,110,60,120,70,130,60,120,70,110,60,120,70,110,60,100
7330,110,110,100,100,90,110,80,120,70,130,80,120,70,110,60,100,70,90,80,100
7331,110,90,100,100,90,90,100,80,110,70,100,80,90,90,80,80,90,90,80,100
7332,90,90,80,80,90,70,80,80,70,90,60,80,70,70,80,60,70,50,60,40
7333,90,90,80,80,90,70,80,60,90,70,80,60,70,70,60,60,50,70,60,80
7334,90,110,80,100,70,110,80,100,70,110,80,100,70,90,80,100,90,90,80,100
7335,90,110,100,120,110,130,100,120,90,110,80,120,70,110,60,100,70,90,60,100
7336,90,110,100,120,90,110,100,120,90,130,100,120,90,110,80,100,70,90,60,100
7337,90,110,100,100,110,90,100,80,110,70,100,60,90,50,80,40,70,50,80,60
7338,90,90,80,80,70,70,60,80,50,70,60,80,70,90,60,100,50,90,40,100
7339,90,90,80,100,70,90,60,100,50,90,40,80,30,70,20,60,10,50,20,40
7340,90,110,80,100,90,110,100,120,90,130,100,120,110,130,120,120,110,110,100,100
7341,90,90,100,80,90,70,100,60,90,70,80,60,70,70,60,80,50,90,40,80
7342,90,90,100,80,110,90,120,80,110,90,100,80,90,90,80,80,90,70,80,80
7343,110,90,120,100,110,90,100,80,90,70,80,80,70,70,60,60,70,50,60,40
7344,110,90,100,80,90,70,100,60,90,50,80,60,70,50,80,40,90,30,100,20
7345,110,90,100,80,90,90,80,80,70,70,60,60,50,50,40,40,30,30,20,20
7346,90,90,80,80,70,70,60,60,70,70,60,60,50,70,40,80,30,90,20,80
7347,110,110,100,100,90,90,80,100,70,90,60,80,70,90,80,80,90,70,100,60
7348,110,90,120,80,110,70,120,60,110,70,120,80,110,70,100,80,110,90,100,80
7349,90,90,80,80,70,90,60,80,50,70,40,60,30,70,20,80,10,70,0,80
7350,90,110,80,120,90,110,80,100,90,90,100,80,90,90,80,80,90,70,100,60
7351,110,110,100,100,90,90,80,80,70,70,80,80,70,90,60,80,50,90,40,100
7352,110,90,100,100,90,90,100,100,90,90,80,80,70,70,60,60,50,50,40,40
7353,90,90,100,80,110,70,100,60,110,50,120,40,130,30,120,40,110,50,120,40
7354,90,110,100,100,90,90,80,80,70,90,60,100,50,90,60,100,50,110,40,100
7355,90,110,100,100,90,90,100,80,110,90,100,80,110,70,120,60,110,50,100,40
7356,90,90,80,100,70,90,80,80,70,90,60,80,70,70,80,80,70,70,60,80
7357,90,90,100,80,90,70,100,60,90,70,80,60,70,50,60,40,70,50,60,40
7358,90,110,80,120,70,110,60,100,50,110,60,100,50,90,40,100,30,90,20,80
7359,90,90,100,80,90,70,80,60,90,70,100,60,90,50,100,60,110,70,100,80
7360,90,90,100,80,110,70,100,60,90,50,80,40,70,50,60,40,50,30,40,40
7361,90,110,80,100,90,90,100,80,110,90,120,100,130,90,120,80,130,70,140,60
7362,90,90,80,80,70,70,60,60,50,50,60,40,70,50,80,40,70,30,60,20
7363,90,110,80,120,70,130,60,120,50,130,60,140,50,150,60,160,50,170,60,160
7364,90,90,100,100,110,90,100,100,90,90,100,80,110,90,100,80,90,90,100,80
7365,110,90,120,100,110,110,100,120,110,110,100,100,90,90,80,100,70,90,60,100
7366,110,90,100,80,90,90,80,80,70,70,80,60,70,50,60,40,50,30,40,40
7367,110,90,120,80,130,90,120,100,110,90,120,100,110,90,120,100,110,90,100,80
7368,110,110,100,120,110,130,100,120,90,130,100,120,90,110,80,120,70,130,60,120
7369,110,110,100,120,110,110,100,100,110,90,120,100,130,90,140,100,130,110,120,120
7370,110,110,100,100,90,90,80,80,70,90,60,80,50,70,40,60,50,50,40,40
7371,110,110,100,100,90,90,80,100,70,110,80,120,90,110,80,100,70,90,80,80
7372,90,110,80,120,70,110,80,100,70,110,60,120,50,110,40,100,30,90,20,80
7373,110,90,120,80,130,90,120,80,110,90,100,80,90,70,100,60,90,70,80,80
7374,110,90,120,100,110,110,100,120,90,110,80,100,70,90,60,100,70,110,60,100
7375,90,90,100,80,90,70,80,80,70,70,80,60,90,70,100,60,110,70,100,60
7376,90,110,80,100,70,90,60,80,70,70,60,80,50,70,40,60,50,50,60,40
7377,90,110,80,100,90,110,80,100,90,90,80,80,70,90,60,80,70,70,60,60
7378,110,90,120,100,110,90,100,80,90,70,80,60,90,70,100,80,110,70,100,60
7379,90,90,80,80,90,70,100,80,90,70,80,80,70,70,60,80,50,70,40,60
7380,90,110,80,100,70,110,80,100,70,90,80,80,90,70,100,60,110,50,100,40
7381,110,90,100,80,90,70,100,60,110,50,120,40,110,50,100,40,90,50,80,40
7382,90,90,80,80,70,70,60,60,50,70,60,60,50,70,40,60,30,50,20,60
7383,110,90,100,100,90,90,80,80,90,70,80,60,70,50,60,40,50,30,40,20
7384,90,110,80,100,90,90,100,80,110,70,120,60,130,50,120,60,110,50,100,40
7385,90,110,80,100,70,90,80,80,90,90,80,80,70,90,80,100,70,110,60,100
7386,90,110,80,120,70,110,60,120,50,110,60,120,70,110,60,100,50,110,40,100
7387,90,110,80,100,70,90,60,80,70,90,60,100,50,90,40,100,30,110,20,120
7388,90,90,100,80,110,70,100,60,110,50,120,40,130,50,140,60,130,50,140,60
7389,110,110,120,100,110,90,100,80,110,70,120,60,110,50,100,40,110,50,100,60
7390,110,90,120,80,110,90,100,100,110,90,100,80,110,70,100,60,90,50,100,40
7391,110,110,100,100,90,90,100,80,110,70,120,80,130,70,120,80,130,70,120,60
7392,110,90,100,80,90,90,80,80,90,70,100,60,90,50,80,40,90,50,100,40
7393,110,90,100,100,90,90,100,100,110,90,100,80,90,90,80,80,70,70,80,60
7394,90,90,100,80,110,90,100,80,90,70,100,80,90,70,80,80,70,70,60,60
7395,110,110,120,120,110,130,100,120,110,130,100,140,90,130,80,120,90,110,80,120
7396,90,90,100,80,90,70,80,80,90,70,80,60,70,50,60,40,50,50,60,60
7397,90,110,80,120,90,110,80,100,90,110,80,100,70,90,80,80,70,70,60,80
7398,110,90,100,80,110,70,100,80,110,90,100,80,110,90,120,80,130,70,120,60
7399,90,90,80,100,90,110,100,100,110,90,120,80,110,70,120,80,130,70,120,60
7400,90,110,80,100,70,90,80,80,90,90,80,80,90,70,80,60,90,50,80,40
7401,90,90,80,80,90,70,80,60,70,70,60,80,70,90,80,80,70,70,60,60
7402,90,90,100,100,110,110,100,100,90,90,100,100,110,110,100,100,110,90,120,100
7403,90,110,80,100,70,90,60,80,50,70,60,60,50,50,40,40,30,30,20,40
7404,90,90,80,80,90,70,80,80,70,70,60,60,50,70,40,60,50,70,60,60
7405,110,110,100,100,90,90,80,100,90,110,80,100,90,90,80,100,70,90,80,80
7406,90,90,80,100,70,90,60,80,50,90,40,100,30,90,20,80,10,90,0,80
7407,90,90,80,80,90,90,80,80,70,70,60,60,70,70,60,60,70,50,60,40
7408,110,90,120,100,110,90,100,80,90,70,80,60,90,50,80,40,70,30,80,20
7409,90,90,100,100,110,90,120,80,130,70,140,60,150,50,140,40,150,30,140,40
7410,110,110,100,100,110,90,120,100,130,90,120,80,130,70,120,60,110,50,100,40
7411,90,90,100,80,110,90,100,80,110,90,100,80,110,70,100,80,90,70,80,80
7412,90,90,100,100,90,90,100,80,90,90,80,80,70,70,80,60,70,50,60,60
7413,90,90,100,80,90,70,100,60,90,50,80,40,70,30,60,40,50,30,60,20
7414,90,110,100,100,110,90,120,80,110,70,100,80,110,90,100,80,110,70,100,60
7415,90,90,80,80,70,70,80,80,70,70,60,80,50,90,60,80,50,70,40,60
7416,90,90,100,100,110,90,120,80,110,90,100,100,90,110,80,100,70,110,60,100
7417,110,110,120,100,110,110,100,120,110,110,100,100,90,90,80,80,70,90,80,80
7418,110,90,100,80,110,90,120,80,110,70,100,60,90,70,100,80,110,70,100,60
7419,110,90,100,80,90,70,100,80,90,70,80,60,90,70,80,80,70,70,60,60
7420,90,90,100,80,90,90,80,80,90,90,100,100,90,90,80,80,90,70,80,80
7421,90,110,80,100,70,90,80,100,90,90,80,80,90,70,80,60,70,70,60,60
7422,90,90,80,80,90,70,100,60,110,70,120,80,110,70,120,60,130,50,120,40
7423,110,110,120,120,110,130,100,120,90,130,80,120,70,110,60,100,50,110,40,100
7424,110,90,100,100,90,110,100,100,110,110,100,100,90,110,80,100,70,90,60,80
7425,110,90,120,100,130,90,120,80,110,70,120,80,110,90,120,80,130,70,120,60
7426,110,110,120,100,110,90,100,80,110,70,100,80,90,70,80,60,90,70,80,60
7427,90,90,80,80,70,90,60,100,70,90,80,80,70,70,80,80,70,70,60,60
7428,90,110,80,120,90,130,80,120,70,130,60,120,50,110,60,100,70,90,60,80
7429,90,90,80,80,70,70,60,80,70,90,60,80,50,70,40,60,30,50,20,40
7430,110,90,120,80,130,90,120,100,110,90,100,100,110,90,100,80,90,70,80,60
7431,110,90,100,80,90,70,100,80,110,70,100,60,110,70,100,80,90,90,100,80
7432,110,90,120,80,110,70,100,60,110,50,100,60,90,70,80,60,70,50,60,40
7433,90,90,80,100,90,90,80,100,70,90,80,80,70,90,60,80,70,70,80,60
7434,90,90,80,80,70,70,60,60,50,70,40,80,50,70,40,60,30,50,40,40
7435,110,90,100,80,90,70,80,60,70,50,60,40,50,30,40,20,50,10,40,0
7436,90,90,100,100,110,90,100,100,110,90,100,100,110,90,100,80,90,70,80,80
7437,90,90,80,100,90,90,80,80,90,70,80,60,90,70,80,60,70,50,60,40
7438,90,90,100,80,110,90,100,100,110,110,120,120,130,130,120,120,110,110,100,100
7439,90,90,80,100,70,110,80,120,90,110,80,120,90,110,80,100,70,90,80,80
7440,110,90,120,80,110,70,100,80,110,90,100,80,90,70,80,60,70,50,60,40
7441,90,90,80,80,70,70,60,60,50,70,60,60,50,50,60,40,50,30,40,20
7442,110,90,120,80,110,70,120,60,110,70,100,60,90,70,80,60,70,50,60,60
7443,90,90,80,80,70,90,60,80,50,70,60,60,50,50,40,40,30,30,40,20
7444,90,90,80,80,70,70,60,60,50,70,40,80,50,70,40,80,30,70,40,60
7445,90,90,80,80,90,70,80,60,70,50,60,60,70,70,80,60,70,50,60,60
7446,90,110,100,100,90,90,80,100,70,90,60,80,50,70,60,60,50,50,60,60
7447,110,90,100,80,110,90,100,100,110,90,120,100,110,90,100,80,90,70,80,80
7448,110,110,100,100,90,110,100,100,90,90,80,80,90,90,80,80,70,70,60,80
7449,110,110,100,100,90,90,80,80,90,70,100,60,90,70,80,80,90,70,100,80
7450,110,110,120,100,110,90,100,80,90,90,100,80,90,90,100,100,90,90,80,100
7451,90,110,80,120,70,130,60,120,70,110,80,120,70,110,60,120,50,110,60,120
7452,90,90,80,80,70,90,60,80,50,90,40,80,50,70,60,60,50,50,60,40
7453,110,90,100,80,90,70,100,60,90,50,80,40,90,50,80,40,90,30,80,40
7454,90,90,100,80,110,70,100,80,110,90,100,80,110,90,100,100,90,90,100,80
7455,110,90,100,80,110,70,100,60,110,50,100,40,110,50,120,40,110,30,100,20
7456,90,90,100,80,110,90,100,100,90,90,80,80,70,90,80,100,70,90,60,80
7457,110,90,100,80,90,90,80,80,70,70,60,60,50,50,40,40,50,30,60,40
7458,90,90,80,80,90,70,100,80,90,90,80,80,70,90,80,80,70,70,60,60
7459,90,90,100,80,90,70,80,60,70,70,60,60,50,70,40,60,30,70,40,60
7460,90,110,80,100,70,90,80,80,70,70,80,60,70,70,60,80,70,90,60,80
7461,90,90,80,100,70,90,60,100,50,110,40,100,30,110,20,100,10,110,0,100
7462,90,90,80,80,70,70,80,80,70,90,60,100,50,110,40,120,30,130,20,120
7463,90,110,80,120,70,110,80,120,70,110,60,120,50,110,40,100,30,110,20,120
7464,110,90,100,100,90,110,80,100,70,110,60,100,50,90,60,100,70,110,60,100
7465,110,110,120,100,110,90,100,80,90,70,100,80,110,70,100,60,110,50,100,40
7466,110,110,100,120,110,130,100,120,90,110,80,100,70,110,60,100,50,90,40,80
7467,110,90,120,80,130,70,140,80,150,70,140,60,150,50,160,40,150,50,140,40
7468,90,90,100,80,90,90,100,100,110,110,100,100,90,90,100,100,90,90,80,100
7469,90,110,80,100,90,90,80,80,90,70,100,60,90,50,80,40,90,30,80,20
7470,90,110,80,120,90,130,80,140,70,130,60,120,50,110,40,100,30,110,40,100
7471,90,90,80,100,90,90,80,100,90,90,80,80,70,70,80,60,90,50,80,60
7472,110,90,100,80,110,70,100,60,90,50,80,40,90,30,100,40,90,30,80,40
7473,90,110,100,120,110,110,100,100,90,110,80,100,70,90,80,100,90,110,80,100
7474,90,110,80,100,70,90,60,80,70,70,60,60,70,70,80,60,90,50,80,40
7475,110,110,100,100,90,90,80,80,70,90,80,100,70,90,60,80,50,70,40,60
7476,110,110,100,100,90,90,100,80,90,90,80,100,70,90,60,100,50,110,60,100
7477,90,90,80,80,70,90,60,100,50,110,40,100,30,110,20,100,30,110,20,120
7478,110,110,100,100,90,90,80,100,70,90,80,100,70,110,60,100,50,90,40,80
7479,90,90,80,100,90,90,80,100,70,110,80,100,70,90,80,80,70,70,80,80
7480,90,90,80,100,70,110,80,100,70,90,60,80,50,90,60,100,50,110,40,120
7481,110,110,120,100,130,90,120,80,130,70,140,60,130,70,120,60,130,70,120,60
7482,110,90,100,80,110,70,100,80,110,70,100,80,110,70,100,60,90,50,100,40
7483,110,90,100,80,90,90,100,80,90,70,80,80,90,70,100,60,90,50,100,40
7484,90,90,80,80,70,70,80,80,70,70,80,60,70,50,60,40,70,50,60,40
7485,90,90,100,100,110,90,120,80,110,90,100,100,110,90,120,80,130,70,120,60
7486,110,110,100,100,90,110,80,120,70,130,60,140,50,130,60,140,50,150,60,160
7487,90,90,80,80,90,70,100,60,90,50,80,40,70,30,60,40,50,30,40,20
7488,90,90,80,80,90,70,80,60,70,50,80,40,90,30,80,20,70,10,60,0
7489,110,110,100,100,90,90,80,80,70,70,60,60,70,50,60,40,50,50,60,40
7490,90,90,80,100,70,90,80,100,70,90,60,80,70,70,80,60,90,70,100,60
7491,110,110,100,100,90,90,80,80,70,90,80,80,90,70,80,60,70,70,60,60
7492,110,90,100,100,110,90,120,80,110,90,120,80,110,70,100,60,110,50,100,40
7493,90,110,80,100,70,90,60,80,70,90,80,100,70,90,60,100,70,90,60,80
7494,110,90,120,80,110,70,100,80,110,70,100,60,110,70,100,60,90,50,80,60
7495,90,90,100,80,90,70,80,80,90,70,80,80,90,70,100,60,110,50,120,40
7496,90,90,80,100,70,110,80,120,70,110,80,120,70,130,60,140,70,130,60,120
7497,110,90,100,100,90,110,80,100,70,90,80,80,70,70,80,60,70,50,60,40
7498,90,90,80,80,70,70,60,60,50,50,60,40,70,30,80,40,70,30,60,40
7499,90,90,80,100,70,110,60,120,50,110,40,100,30,90,20,80,30,70,20,80
7500,90,110,80,100,70,90,60,80,50,70,40,60,30,70,40,60,30,70,20,80
7501,90,90,100,100,90,90,100,100,90,90,80,80,90,70,80,60,70,70,60,80
7502,90,110,80,100,70,90,80,80,70,70,60,60,50,70,60,80,50,70,40,60
7503,90,110,80,100,90,90,100,100,90,90,100,80,90,70,100,80,110,90,120,80
7504,90,90,80,80,70,70,60,60,50,70,40,60,30,50,20,40,10,30,20,20
7505,110,110,100,100,90,90,80,80,70,70,60,60,70,70,60,60,70,70,60,80
7506,90,90,80,100,70,90,60,100,50,90,40,80,50,70,40,80,30,90,20,80
7507,90,110,100,120,90,110,80,120,70,110,60,120,50,110,40,120,30,110,40,120
7508,90,110,100,100,90,90,80,80,90,70,80,80,70,90,60,80,50,70,60,60
7509,110,110,120,100,110,90,120,100,130,90,120,80,130,90,120,80,110,90,100,80
7510,90,110,100,120,110,110,120,100,130,90,140,80,130,90,120,80,110,90,100,80
7511,90,90,100,80,110,90,100,80,90,90,100,100,90,90,100,100,90,110,80,100
7512,90,90,100,80,110,90,120,80,130,70,120,80,130,70,120,60,110,50,120,40
7513,90,90,80,100,70,110,60,100,50,90,40,80,50,70,40,60,30,70,40,60
7514,90,110,100,100,110,90,100,100,90,90,80,100,70,90,60,100,50,110,40,120
7515,90,90,80,80,70,70,60,80,50,70,40,60,30,50,20,60,10,50,0,40
7516,110,110,100,120,90,110,80,100,70,110,60,100,70,90,60,80,70,70,60,80
7517,90,90,80,80,70,70,60,80,70,70,60,80,70,90,60,100,50,110,40,120
7518,110,90,100,80,110,90,100,100,110,110,100,100,90,110,80,100,90,90,80,80
7519,110,90,100,80,110,70,100,80,110,70,100,80,90,70,100,60,90,50,80,40
7520,90,90,100,80,90,90,80,100,70,90,80,80,70,70,60,60,50,50,60,40
7521,90,90,100,100,90,110,100,100,110,110,100,120,110,110,100,100,90,90,80,80
7522,90,110,80,120,90,110,100,100,90,110,80,120,70,130,60,140,70,130,80,140
7523,90,110,100,100,90,90,80,80,70,70,60,80,70,70,80,60,90,70,80,60
7524,110,90,120,100,110,90,100,100,110,90,100,100,110,110,120,100,110,90,100,100
7525,90,90,100,100,90,110,100,120,110,130,120,120,110,130,100,120,110,110,100,100
7526,110,90,100,80,110,90,120,80,130,70,120,60,130,50,120,60,130,50,140,40
7527,90,90,100,80,90,70,100,80,110,70,100,80,90,90,80,80,90,90,100,80
7528,110,90,100,80,90,90,80,80,70,70,80,60,70,50,60,40,50,50,60,60
7529,90,90,80,100,70,90,80,80,90,70,100,80,110,70,100,60,110,50,100,40
7530,110,90,120,100,110,90,120,80,130,70,120,60,110,50,100,40,110,50,100,40
7531,90,90,80,80,70,70,60,60,50,50,60,40,70,30,60,20,50,10,60,0
7532,90,110,100,100,110,90,100,80,110,70,120,60,110,50,100,60,90,50,100,40
7533,90,90,80,100,70,90,60,80,70,70,60,80,70,90,60,80,50,70,60,80
7534,90,90,80,80,70,70,60,80,50,70,60,60,70,50,60,40,50,30,40,20
7535,90,110,80,100,70,110,60,100,50,90,40,100,30,90,20,100,30,90,20,80
7536,90,110,80,100,70,110,60,120,70,110,80,100,90,90,80,80,70,70,60,60
7537,110,110,120,100,110,90,120,80,110,70,120,60,110,50,100,40,110,50,100,40
7538,110,90,120,100,110,90,100,80,90,90,100,100,90,110,100,120,110,110,120,100
7539,90,90,80,80,70,70,60,60,50,50,40,60,30,70,20,60,30,50,20,60
7540,110,110,100,120,90,130,80,140,90,130,80,120,70,110,60,100,50,90,40,100
7541,90,90,80,100,70,110,80,100,90,90,100,80,90,70,80,80,70,90,60,100
